hour, t(sec), kWh,State,kWOut,kWIn,Losses,Idling,kWh Chng,
1, 0.00000, 70, 0, 0, 0, 0.000201027, 0.000201027, 0
2, 0.00000, 70, 0, 0, 0, 0.000203561, 0.000203561, 0
3, 0.00000, 70, 0, 0, 0, 0.000204353, 0.000204353, 0
4, 0.00000, 70, 0, 0, 0, 0.000204749, 0.000204749, 0
5, 0.00000, 70, 0, 0, 0, 0.000202897, 0.000202897, 0
6, 0.00000, 70, 0, 0, 0, 0.000198865, 0.000198865, 0
7, 0.00000, 70, 0, 0, 0, 0.000196677, 0.000196677, 0
8, 0.00000, 70, 0, 0, 0, 0.000199542, 0.000199542, 0
9, 0.00000, 70, 0, 0, 0, 0.00019832, 0.00019832, 0
10, 0.00000, 70, 0, 0, 0, 0.000198048, 0.000198048, 0
11, 0.00000, 70, 0, 0, 0, 0.000196539, 0.000196539, 0
12, 0.00000, 70, 0, 0, 0, 0.000196401, 0.000196401, 0
13, 0.00000, 70, 0, 0, 0, 0.000195295, 0.000195295, 0
14, 0.00000, 70, 0, 0, 0, 0.000197088, 0.000197088, 0
15, 0.00000, 70, 0, 0, 0, 0.000197637, 0.000197637, 0
16, 0.00000, 70, 0, 0, 0, 0.000197637, 0.000197637, 0
17, 0.00000, 70, 0, 0, 0, 0.000196539, 0.000196539, 0
18, 0.00000, 70, 1, -0.0238521, 0, 0.00259774, 0.000193209, 0
19, 0.00000, 58.8887, 1, -0.0234271, 0, 0.00255146, 0.000189767, -11.1113
20, 0.00000, 47.7774, 1, -0.0232935, 0, 0.0025369, 0.000188685, -11.1113
21, 0.00000, 36.666, 1, -0.0230339, 0, 0.00250863, 0.000186585, -11.1113
22, 0.00000, 25.5547, 1, -0.0234437, 0, 0.00255327, 0.000189905, -11.1113
23, 0.00000, 14.4434, 1, -0.0238, 0, 0.00259207, 0.000192788, -11.1113
24, 0.00000, 14, 0, 0, 0, 0.00019832, 0.00019832, -0.443391
25, 0.00000, 14, 0, 0, 0, 0.000201026, 0.000201026, 0
26, 0.00000, 14, -1, 0, 0.0251301, 0.00269621, 0.000203555, 0
27, 0.00000, 22.9998, -1, 0, 0.0252267, 0.00270658, 0.000204347, 8.99982
28, 0.00000, 31.9996, -1, 0, 0.0252762, 0.00271189, 0.000204743, 8.99982
29, 0.00000, 40.9994, -1, 0, 0.0250483, 0.00268743, 0.000202891, 8.99982
30, 0.00000, 49.9993, -1, 0, 0.0245508, 0.00263405, 0.000198859, 8.99982
31, 0.00000, 58.9991, -1, 0, 0.0242803, 0.00260503, 0.00019667, 8.99982
32, 0.00000, 67.9989, -1, 0, 0.0246334, 0.00264292, 0.000199536, 8.99982
33, 0.00000, 70, 0, 0, 0, 0.00019832, 0.00019832, 2.00109
34, 0.00000, 70, 0, 0, 0, 0.000198048, 0.000198048, 0
35, 0.00000, 70, 0, 0, 0, 0.000196539, 0.000196539, 0
36, 0.00000, 70, 0, 0, 0, 0.000196401, 0.000196401, 0
37, 0.00000, 70, 0, 0, 0, 0.000195295, 0.000195295, 0
38, 0.00000, 70, 0, 0, 0, 0.000197088, 0.000197088, 0
39, 0.00000, 70, 0, 0, 0, 0.000197637, 0.000197637, 0
40, 0.00000, 70, 0, 0, 0, 0.000197637, 0.000197637, 0
41, 0.00000, 70, 0, 0, 0, 0.000196539, 0.000196539, 0
42, 0.00000, 70, 1, -0.0238521, 0, 0.00259774, 0.000193209, 0
43, 0.00000, 58.8887, 1, -0.0234271, 0, 0.00255146, 0.000189767, -11.1113
44, 0.00000, 47.7774, 1, -0.0232935, 0, 0.0025369, 0.000188685, -11.1113
45, 0.00000, 36.666, 1, -0.0230339, 0, 0.00250863, 0.000186585, -11.1113
46, 0.00000, 25.5547, 1, -0.0234437, 0, 0.00255327, 0.000189905, -11.1113
47, 0.00000, 14.4434, 1, -0.0238, 0, 0.00259207, 0.000192788, -11.1113
48, 0.00000, 14, 0, 0, 0, 0.00019832, 0.00019832, -0.443391
